n,trial,method,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
50,11,Physarum,9.684786693027515,1.1828383230858464,0.92,0.013463838003510063,3.463039658524305,3,0.6141972121837891,52,2.0954970878147017
50,12,MST,5.003417392899506,1.0405605270553815,0.8938775510204081,0.011822383287647337,3.7664075254495644,0,0.5449206676282714,49,1.0
50,12,kNN,11.483742525502247,0.796063260430394,0.963265306122449,0.02990458950945742,4.4585008405887,47,0.6607138001359618,96,2.2951797988708993
50,12,RGG,41.33376258367569,0.5680299891085692,1.0,0.5402396927590143,5.322483529988231,176,0.6388992537313432,225,8.261106227582298
50,12,Physarum,7.088440450733433,1.4293966379097705,0.9040816326530612,0.012524915499588372,3.6042764257519866,0,0.6195296829971182,49,1.4167197925147808
50,13,MST,5.14736312597577,0.9707344563259376,0.8914285714285713,0.011811716502704222,3.7916898557137473,0,0.5827068594278679,49,1.0
50,13,kNN,12.508920277436397,1.0051502363523106,0.9689795918367348,0.02159052267863886,4.493761403656028,48,0.6642941580756017,97,2.4301608360037976
50,13,RGG,47.260259111524825,0.5602286606113231,1.0,0.9054255383772755,5.414230111125908,193,0.5854243902439022,242,9.181450376607312
50,13,Physarum,8.185276349547461,1.5187174421832086,0.9159183673469389,0.013766485096846573,3.579467256533589,1,0.6563699136868062,50,1.5901882476954263
50,14,MST,4.778928539882226,0.9861622141314977,0.8518367346938776,0.00707068621686268,3.7862575058527947,0,0.5465011439708494,49,1.0
50,14,kNN,11.188776304039557,0.7777253080596621,0.9755102040816327,0.033502683137476556,4.432073478148943,43,0.5953524451939292,92,2.341272988424995
50,14,RGG,54.62053168613118,0.5122620833705933,1.0,0.8327768728608462,5.595634394470375,240,0.6267590027700831,289,11.429451440903378
50,14,Physarum,10.89643658407008,1.6736456069127876,0.899591836734694,0.011079664607829486,3.47029082585233,4,0.6191013215859031,53,2.2801003390476766
50,15,MST,4.676345107434125,0.9325264263271467,0.8808163265306124,0.00960857566620954,3.761079240389206,0,0.5165000460278006,49,1.0
