n,trial,demand,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
50,23,HubSpoke,5.583469101193409,0.8084619565061898,0.9318367346938775,0.02228793198844691,3.7650924076927597,1,0.5758561549100967,50,1.1578533570067282
50,24,Fixed,14.246397872352757,1.3577747165373935,0.9126530612244897,0.014845158455371031,3.3848815542919843,8,0.5491156938133521,57,3.0580444870129573
50,24,Uniform,8.460712669471548,0.6991808792024271,0.9963265306122449,0.07734717489653135,3.995316094379879,18,0.3679366222542313,67,1.8161247472449853
50,24,HubSpoke,5.837775734478135,0.8964902202343997,0.9477551020408163,0.03071692658586238,3.7196870855949142,2,0.5253557422969188,51,1.2531011741489875
50,25,Fixed,9.858803685280414,1.4557906968755305,0.9244897959183673,0.016602911412267184,3.4623131024910196,2,0.6447941217246635,51,1.9963396012689747
50,25,Uniform,8.932056870600885,0.6631872829283662,0.9955102040816327,0.07869897134622092,4.05970325002638,19,0.40823089983022043,68,1.8086797770595833
50,25,HubSpoke,6.195356008170434,0.8952896151763202,0.9281632653061225,0.014655802372562596,3.7748625270115497,2,0.5791387685440463,51,1.2545167687572762
50,26,Fixed,12.58624908625206,1.1607780907204426,0.8893877551020409,0.009525113348269769,3.3787188364886607,7,0.58588583843571,56,2.7623328590738883
50,26,Uniform,7.573755058576219,0.5967707435183014,0.9971428571428572,0.0860762867202228,4.031583296553815,16,0.3948698884758366,65,1.6622293362789395
50,26,HubSpoke,5.536923200630233,0.8156456971234789,0.9424489795918367,0.014393797348291803,3.766593586179378,2,0.5338559924206538,51,1.2152011922262025
50,27,Fixed,10.640875796181042,1.3353536075609842,0.9240816326530612,0.017571918999203486,3.485205173102622,3,0.573682584631227,52,2.1554133100671717
50,27,Uniform,9.170636397431073,0.6585696721481676,0.9975510204081632,0.0953933238302569,4.106521111861408,21,0.3948204446133379,70,1.8576019616640478
50,27,HubSpoke,5.730744950592657,1.0272152545471291,0.9020408163265304,0.01061326182611389,3.762514894817039,1,0.5512288180752425,50,1.1608183555286646
50,28,Fixed,9.821963523310759,1.157922643596943,0.9032653061224489,0.011922320899159731,3.452176498971627,2,0.6093336340060886,51,1.9149697520224807
50,28,Uniform,8.323196957109365,0.6347115055063244,0.9983673469387756,0.11278018080873035,4.077945645601123,18,0.3895996935452979,67,1.6227580539433144
50,28,HubSpoke,6.239703829362859,0.8114609683025855,0.9387755102040815,0.02072435876931661,3.8160656768484227,3,0.5691853932584268,52,1.2165433180901322
50,29,Fixed,11.626614268367952,1.3402853309540859,0.8963265306122448,0.01037560919057271,3.4475908264885096,5,0.5779577750710514,54,2.446630728291346
50,29,Uniform,7.506419835384572,0.7026786438725591,0.9946938775510203,0.06854409477207178,3.977002950017572,14,0.39386885245901593,63,1.5796032279727081
50,29,HubSpoke,6.2516622508721715,0.9041923343256768,0.9326530612244898,0.02265031501919877,3.786332741423165,4,0.5480602636534841,53,1.315560025715892
100,0,Fixed,7.159049555947793,1.0575278154038952,0.8940404040404039,0.0028471268303494734,4.385431984948634,0,0.5759301901536857,99,1.1277437629126363
