n,trial,variant,alpha,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
100,24,Uniform,0.0,7.886851931092749,1.1855880413027886,0.891919191919192,0.002752044312999519,4.349316437352608,0,0.5969658787092675,99,1.1869591748843236
100,24,Adaptive,1.0,134.82160099458056,0.5348958134718127,1.0,1.1729670183149834,6.577693988205732,685,0.5505366977070194,784,20.290445119455725
100,25,Uniform,0.0,7.719544767296772,1.4663039777358073,0.9055555555555554,0.0038222776223855227,4.3440815747991754,0,0.5677008978675642,99,1.1432809316828594
100,25,Adaptive,1.0,125.34688600856876,0.5206508764085555,1.0,1.0348041980099654,6.540354076109141,654,0.5491053677932403,753,18.564139329371976
100,26,Uniform,0.0,6.826745720688689,1.1427070718004881,0.8772727272727272,0.0021417135567588863,4.385929221291972,0,0.5761706876394941,99,1.0694742263554762
100,26,Adaptive,1.0,132.03372543769476,0.527821536745147,1.0,0.6196684857278562,6.601195600162823,707,0.5698704534130543,806,20.684330740103338
100,27,Uniform,0.0,8.585271105084557,1.4658110277507774,0.8773737373737375,0.002134324645165442,4.379575938678246,0,0.583672339211865,99,1.2194141366604339
100,27,Adaptive,1.0,131.76684453942946,0.53720940559102,1.0,0.933538126887451,6.561944628326975,671,0.5317493675812419,770,18.71558288699323
100,28,Uniform,0.0,7.926566043311841,1.342891954847038,0.8889898989898988,0.0026462119329641615,4.390245022518545,0,0.5594263897150769,99,1.177794003847509
100,28,Adaptive,1.0,138.51072432466785,0.5484005230767091,1.0,1.2215546851728774,6.607299812547866,709,0.6125735068128264,808,20.5810561202374
100,29,Uniform,0.0,9.163025245337751,1.067519480717853,0.92020202020202,0.004219567058170054,4.297311743535881,0,0.6575101875863001,99,1.349708441598269
