trial,mu,n,cost,efficiency,robustness,algebraic_connectivity,network_entropy,cyclomatic_number,betweenness_gini,num_edges,steiner_ratio
14,0.5,50,113.61135954909821,0.9355402575739954,1.0,2.0000000000001013,5.15624272330944,143,0.9109583736689255,192,23.4325087790449
14,0.75,50,10.462941408945417,1.397644231271905,0.9012244897959184,0.01005172615292424,3.671565202076042,0,0.7327680991095626,49,2.157996941439576
14,1.0,50,8.644330690932142,1.5658478039071106,0.9293877551020409,0.02204107226947835,3.5200433085905627,0,0.6650269622528462,49,1.7829058256863581
14,1.25,50,5.767934025032264,1.1518086406550956,0.8726530612244897,0.009119976896808853,3.5182574316991913,0,0.5465560619872376,49,1.189644813819087
14,1.5,50,5.767934025032264,1.1518086406550956,0.8726530612244897,0.009119976896800892,3.5182574316991913,0,0.5465560619872376,49,1.189644813819087
14,2.0,50,5.105374513747646,0.8877077582813967,0.9138775510204081,0.017556266642929044,3.7382068152840846,0,0.5913717693836977,49,1.0529909472829062
14,3.0,50,5.014055845868721,0.8507745641997624,0.9106122448979592,0.015024659235549105,3.752779480295868,0,0.6183775883069427,49,1.0341563387080581
15,0.25,50,589.847502729601,0.49001369683796503,1.0,46.00000000000053,6.978726746660278,1159,0.9000000000000001,1208,123.03283082380648
15,0.5,50,91.54079613606255,1.042836528150486,1.0,2.0000000000000733,4.907080421540937,103,0.9480521901211558,152,19.093957730372434
15,0.75,50,12.016510184173548,1.4689016113608373,0.9163265306122449,0.012729004506529541,3.639903692124702,0,0.7490585533869123,49,2.506453376068143
15,1.0,50,7.788768901602803,1.7735578617248096,0.9142857142857143,0.016530951546046623,3.4160838033533993,0,0.5899526411657561,49,1.6246136198967964
15,1.25,50,5.607555453966252,1.0564775918096585,0.8677551020408161,0.00761566727125265,3.597765390688613,0,0.5620546350201527,49,1.1696471008358487
15,1.5,50,5.369718540459218,0.8736224832044859,0.9134693877551021,0.017335141456349793,3.6864158274893555,0,0.5844215321903847,49,1.1200380940879104
15,2.0,50,5.369718540459218,0.8736224832044859,0.9134693877551021,0.01733514145635379,3.6864158274893555,0,0.5844215321903847,49,1.1200380940879104
15,3.0,50,4.966624565961508,0.9503917102587016,0.8951020408163264,0.011847651742370336,3.7342765292270417,0,0.5768361105252056,49,1.0359590863088315
16,0.25,50,642.338581572243,0.5338023571534647,1.0,47.000000000000085,6.9835822091766495,1160,0.7775000000000001,1209,133.09158085999957
16,0.5,50,122.5351511484759,0.9742728576821251,1.0,2.000000000000092,5.1850803240754875,151,0.9200585365853657,200,25.38909765835927
16,0.75,50,11.139823346026493,1.4932284213787514,0.8689795918367348,0.0071932954923773305,3.6230859383707226,1,0.6515325291674905,50,2.3081545187505568
